,name,team,age,min,pts,fgm,threepm,ftm,oreb,dreb,reb,ast,stl,blk,gp,wg,lg,winrate,year,dist_miles,dist_off,dist_def,avg_speed,avg_speed_off,avg_speed_def
997,Brandon Knight,PHX,24,36.0,19.6,7.1,2.3,3.0,0.7,3.2,3.9,5.1,1.2,0.4,52,16,36,0.3076923076923077,2015,2.61,1.41,1.21,4.36,4.73,3.99
998,Brian Roberts,POR,30,9.2,4.0,1.5,0.3,0.8,0.1,0.7,0.8,1.1,0.2,0.0,51,26,25,0.5098039215686274,2015,0.67,0.37,0.29,4.34,4.76,3.93
999,Briante Weber,MIA,23,24.1,4.4,2.0,0.0,0.4,1.1,2.4,3.6,3.0,1.3,0.4,7,3,4,0.42857142857142855,2015,1.81,1.01,0.8,4.53,4.66,4.38
1000,Bruno Caboclo,TOR,20,7.1,0.5,0.2,0.2,0.0,0.2,0.2,0.3,0.2,0.3,0.2,6,6,0,1.0,2015,0.54,0.3,0.24,4.64,4.66,4.31
1001,Bryce Cotton,MEM,23,4.8,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,8,1,7,0.125,2015,0.38,0.19,0.19,4.65,4.77,4.53
1002,Bryce Dejean-Jones,NOP,23,19.9,5.6,2.0,0.9,0.8,0.6,2.9,3.4,1.1,0.7,0.1,14,8,6,0.5714285714285714,2015,1.44,0.76,0.68,4.36,4.73,3.98
1003,C.J. Watson,ORL,32,19.9,4.3,1.4,0.4,1.0,0.3,1.7,2.0,2.7,0.6,0.2,33,14,19,0.42424242424242425,2015,1.49,0.81,0.69,4.52,5.0,4.06
1004,C.J. Wilcox,LAC,25,7.3,3.0,1.1,0.4,0.4,0.0,0.5,0.5,0.4,0.4,0.1,23,15,8,0.6521739130434783,2015,0.51,0.27,0.24,4.21,4.31,4.12
1005,CJ Miles,IND,29,22.9,11.8,4.0,2.2,1.5,0.4,2.3,2.7,1.0,0.8,0.5,64,34,30,0.53125,2015,1.53,0.82,0.71,4.04,4.33,3.74
1006,Cameron Bairstow,DET,25,5.7,1.9,0.7,0.1,0.4,0.2,1.3,1.6,0.3,0.1,0.2,18,4,14,0.2222222222222222,2015,0.39,0.2,0.19,4.1,4.55,3.71
1007,Cameron Payne,OKC,21,12.2,5.0,2.0,0.6,0.3,0.2,1.3,1.5,1.9,0.6,0.1,57,44,13,0.7719298245614035,2015,0.91,0.5,0.41,4.48,4.83,4.11
1008,Carl Landry,PHI,32,15.8,9.8,3.9,0.2,1.9,1.4,2.7,4.1,0.9,0.3,0.3,36,5,31,0.1388888888888889,2015,1.09,0.59,0.51,4.15,4.34,3.94
1009,Carmelo Anthony,NYK,32,35.1,21.8,7.9,1.5,4.6,1.4,6.4,7.7,4.2,0.9,0.5,72,32,40,0.4444444444444444,2015,2.25,1.22,1.03,3.85,4.06,3.63
1010,Chandler Parsons,DAL,27,29.5,13.7,5.2,1.7,1.5,0.5,4.2,4.7,2.8,0.8,0.3,61,29,32,0.4754098360655738,2015,2.09,1.16,0.93,4.26,4.66,3.86
1011,Channing Frye,CLE,33,17.1,6.1,2.2,1.3,0.4,0.5,2.8,3.3,1.0,0.4,0.4,70,35,35,0.5,2015,1.14,0.62,0.52,4.0,4.38,3.63
1012,Charlie Villanueva,DAL,31,10.7,5.1,2.0,0.8,0.4,0.4,2.1,2.5,0.4,0.3,0.2,62,29,33,0.4677419354838709,2015,0.76,0.41,0.35,4.25,4.59,3.9
1013,Chase Budinger,PHX,28,14.1,4.1,1.6,0.4,0.6,0.7,1.6,2.3,1.0,0.5,0.2,66,29,37,0.4393939393939394,2015,1.02,0.55,0.47,4.34,4.72,3.98
1014,Chris Andersen,MEM,37,14.9,3.9,1.4,0.1,0.9,1.3,2.3,3.6,0.4,0.6,0.5,27,11,16,0.4074074074074074,2015,1.01,0.53,0.48,4.1,4.27,3.92
1015,Chris Bosh,MIA,32,33.5,19.1,6.8,1.5,4.0,0.9,6.5,7.4,2.4,0.7,0.6,53,29,24,0.5471698113207547,2015,2.13,1.16,0.98,3.82,4.06,3.57
1016,Chris Copeland,MIL,32,6.5,2.1,0.7,0.4,0.3,0.0,0.4,0.4,0.5,0.1,0.0,24,10,14,0.4166666666666667,2015,0.42,0.21,0.21,3.93,3.97,3.89
1017,Chris Johnson,UTA,26,12.2,2.9,1.0,0.4,0.5,0.4,1.5,1.9,0.6,0.5,0.3,70,38,32,0.5428571428571428,2015,0.92,0.49,0.43,4.52,4.69,4.33
1018,Chris Kaman,POR,34,7.0,2.8,1.3,0.1,0.2,0.4,1.1,1.5,0.7,0.1,0.1,16,11,5,0.6875,2015,0.45,0.24,0.2,3.86,3.98,3.6
1019,Chris McCullough,BKN,21,15.1,4.7,1.8,0.5,0.5,1.0,1.8,2.8,0.4,1.2,0.5,24,7,17,0.2916666666666667,2015,1.17,0.64,0.53,4.68,5.17,4.19
1020,Chris Paul,LAC,31,32.7,19.5,7.0,1.6,4.0,0.5,3.7,4.2,10.0,2.1,0.2,74,50,24,0.6756756756756757,2015,2.15,1.14,1.01,3.96,4.27,3.67
1021,Christian Wood,PHI,20,8.5,3.6,1.3,0.2,0.8,0.8,1.5,2.2,0.2,0.3,0.4,17,0,17,0.0,2015,0.62,0.33,0.29,4.52,4.89,4.16
1022,Chuck Hayes,LAC,33,11.9,2.0,0.5,0.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,2,1,1,0.5,2015,0.81,0.43,0.38,4.03,4.73,3.87
1023,Cliff Alexander,POR,20,4.5,1.3,0.6,0.0,0.0,0.3,0.5,0.8,0.0,0.1,0.3,8,3,5,0.375,2015,0.33,0.17,0.15,4.34,4.66,4.02
1024,Clint Capela,HOU,22,19.1,7.0,3.0,0.0,1.0,2.5,3.9,6.4,0.6,0.8,1.2,77,39,38,0.5064935064935064,2015,1.38,0.71,0.67,4.33,4.64,4.06
1025,Cody Zeller,CHA,23,24.3,8.7,3.2,0.0,2.4,1.9,4.3,6.2,1.0,0.8,0.9,73,42,31,0.5753424657534246,2015,1.81,1.0,0.82,4.49,4.95,4.04
1026,Cole Aldrich,LAC,27,13.3,5.5,2.2,0.0,1.0,1.4,3.4,4.8,0.8,0.8,1.1,60,41,19,0.6833333333333333,2015,0.93,0.49,0.43,4.18,4.4,3.96
1027,Corey Brewer,HOU,30,20.4,7.2,2.6,0.7,1.3,0.5,1.9,2.4,1.3,1.0,0.2,82,41,41,0.5,2015,1.49,0.76,0.73,4.4,4.67,4.15
1028,Cory Jefferson,PHX,25,6.3,2.8,1.1,0.0,0.5,0.8,1.3,2.0,0.0,0.0,0.1,8,2,6,0.25,2015,0.44,0.24,0.2,4.33,4.53,3.88
1029,Coty Clarke,BOS,23,1.9,2.0,0.7,0.7,0.0,0.0,0.3,0.3,0.0,0.0,0.0,3,0,3,0.0,2015,0.14,0.08,0.06,4.14,3.95,4.36
1030,Courtney Lee,CHA,30,29.6,9.6,3.7,1.0,1.3,0.4,2.2,2.6,1.7,1.1,0.4,79,49,30,0.620253164556962,2015,2.08,1.11,0.97,4.22,4.38,4.05
1031,Cristiano Felicio,CHI,23,10.3,3.4,1.3,0.0,0.8,1.0,2.3,3.3,0.8,0.2,0.4,31,14,17,0.4516129032258064,2015,0.76,0.4,0.36,4.41,4.76,4.07
1032,D'Angelo Russell,LAL,20,28.2,13.2,4.9,1.6,1.8,0.6,2.8,3.4,3.3,1.2,0.2,80,17,63,0.2125,2015,2.06,1.14,0.91,4.38,4.69,4.05
1033,D.J. Augustin,DEN,28,19.0,7.5,2.4,1.1,1.7,0.1,1.4,1.5,3.2,0.6,0.1,62,35,27,0.5645161290322581,2015,1.3,0.71,0.58,4.11,4.44,3.76
1034,Dahntay Jones,CLE,35,42.4,13.0,6.0,1.0,0.0,1.0,4.0,5.0,2.0,1.0,2.0,1,0,1,0.0,2015,2.99,1.54,1.45,4.26,4.19,4.31
1035,Damien Inglis,MIL,21,7.8,1.8,0.7,0.2,0.4,0.1,1.5,1.6,0.5,0.3,0.2,20,5,15,0.25,2015,0.54,0.27,0.26,4.11,4.41,3.83
1036,Damjan Rudez,MIN,30,8.4,2.3,0.8,0.5,0.2,0.2,0.5,0.6,0.3,0.1,0.0,33,9,24,0.2727272727272727,2015,0.59,0.32,0.28,4.26,4.72,3.82
1037,Danilo Gallinari,DEN,27,34.7,19.5,5.4,1.6,7.1,1.0,4.3,5.3,2.5,0.8,0.4,53,22,31,0.4150943396226415,2015,2.29,1.26,1.03,3.96,4.29,3.62
1038,Danny Green,SAS,29,26.1,7.2,2.7,1.5,0.4,0.6,3.2,3.8,1.8,1.0,0.8,79,65,14,0.8227848101265823,2015,1.99,1.09,0.9,4.6,4.88,4.29
1039,Dante Cunningham,NOP,29,24.6,6.1,2.3,0.7,0.7,0.7,2.2,3.0,1.0,0.5,0.4,80,28,52,0.35,2015,1.86,0.98,0.89,4.55,4.93,4.19
1040,Darrell Arthur,DEN,28,21.7,7.5,3.2,0.6,0.6,1.2,3.0,4.2,1.4,0.8,0.7,70,26,44,0.37142857142857133,2015,1.46,0.78,0.68,4.05,4.35,3.76
1041,Darren Collison,SAC,28,30.0,14.0,5.1,1.2,2.6,0.4,1.9,2.3,4.3,1.0,0.1,74,29,45,0.3918918918918919,2015,2.12,1.1,1.02,4.24,4.48,4.0
1042,Darrun Hilliard,DET,23,10.1,4.0,1.4,0.5,0.8,0.1,1.1,1.2,0.7,0.2,0.0,38,17,21,0.4473684210526316,2015,0.72,0.39,0.33,4.29,4.65,3.97
1043,David Lee,DAL,33,16.4,7.8,3.2,0.0,1.3,1.8,3.7,5.5,1.5,0.4,0.5,55,27,28,0.4909090909090909,2015,1.15,0.6,0.55,4.23,4.46,4.0
1044,David West,SAS,35,18.0,7.1,3.1,0.0,0.8,0.9,3.0,4.0,1.8,0.6,0.7,78,63,15,0.8076923076923077,2015,1.15,0.61,0.53,3.83,4.03,3.63
1045,DeAndre Jordan,LAC,27,33.7,12.7,4.6,0.0,3.5,3.5,10.3,13.8,1.2,0.7,2.3,77,51,26,0.6623376623376623,2015,2.17,1.12,1.05,3.86,4.05,3.68
1046,DeJuan Blair,WAS,27,7.5,2.1,1.0,0.0,0.2,0.7,1.3,2.0,0.4,0.3,0.1,29,12,17,0.4137931034482759,2015,0.5,0.25,0.25,3.97,4.08,3.85
1047,DeMar DeRozan,TOR,26,35.9,23.5,7.9,0.6,7.1,0.8,3.7,4.5,4.0,1.0,0.3,78,53,25,0.6794871794871795,2015,2.47,1.42,1.06,4.14,4.48,3.76
1048,Delon Wright,TOR,24,8.5,3.8,1.3,0.2,1.0,0.3,1.1,1.4,1.1,0.3,0.1,27,19,8,0.7037037037037037,2015,0.63,0.35,0.28,4.44,4.71,4.14
1049,Dennis Schroder,ATL,22,20.3,11.0,4.1,1.0,1.8,0.3,2.2,2.6,4.4,0.9,0.1,80,47,33,0.5875,2015,1.5,0.78,0.72,4.46,4.87,4.08
1050,Deron Williams,DAL,32,32.4,14.1,4.9,1.5,2.8,0.3,2.6,2.9,5.8,0.9,0.2,65,31,34,0.476923076923077,2015,2.31,1.3,1.01,4.28,4.75,3.8
1051,Derrick Favors,UTA,24,32.0,16.4,6.7,0.0,2.9,2.7,5.4,8.1,1.5,1.2,1.5,62,30,32,0.4838709677419355,2015,2.17,1.19,0.97,4.07,4.26,3.85
1052,Derrick Rose,CHI,27,31.8,16.4,6.8,0.7,2.2,0.7,2.7,3.4,4.7,0.7,0.2,66,32,34,0.4848484848484849,2015,2.26,1.22,1.05,4.28,4.65,3.93
1053,Derrick Williams,NYK,25,17.9,9.3,3.2,0.6,2.4,0.6,3.1,3.7,0.9,0.4,0.1,80,32,48,0.4,2015,1.21,0.67,0.55,4.08,4.36,3.78
1054,Devin Booker,PHX,19,27.7,13.8,4.8,1.3,2.8,0.4,2.1,2.5,2.6,0.6,0.3,76,20,56,0.2631578947368421,2015,1.97,1.05,0.92,4.26,4.51,4.0
1055,Devin Harris,DAL,33,20.0,7.6,2.6,0.8,1.6,0.3,1.9,2.2,1.8,0.9,0.2,64,35,29,0.546875,2015,1.38,0.75,0.63,4.16,4.44,3.86
1056,Devyn Marble,ORL,23,8.9,2.1,0.8,0.3,0.4,0.2,1.1,1.4,0.4,0.5,0.0,28,12,16,0.42857142857142855,2015,0.68,0.35,0.33,4.62,4.84,4.35
1057,Dewayne Dedmon,ORL,26,12.2,4.4,1.7,0.0,1.0,1.2,2.8,3.9,0.2,0.4,0.8,58,21,37,0.3620689655172414,2015,0.85,0.43,0.42,4.2,4.5,3.92
1058,Dirk Nowitzki,DAL,38,31.5,18.3,6.6,1.7,3.3,0.7,5.8,6.5,1.8,0.7,0.7,75,38,37,0.5066666666666667,2015,1.95,1.05,0.91,3.74,3.91,3.55
1059,Donald Sloan,BKN,28,21.6,7.0,2.5,0.6,1.3,0.3,2.6,2.8,4.4,0.5,0.1,61,13,48,0.21311475409836064,2015,1.6,0.87,0.72,4.44,4.84,4.05
1060,Donatas Motiejunas,HOU,25,14.8,6.2,2.4,0.4,0.9,1.0,1.9,2.9,1.1,0.5,0.1,37,19,18,0.5135135135135135,2015,1.1,0.56,0.54,4.49,4.8,4.21
1061,Doug McDermott,CHI,24,23.0,9.4,3.6,1.4,0.9,0.5,2.0,2.4,0.7,0.2,0.1,81,41,40,0.5061728395061729,2015,1.74,0.92,0.81,4.54,4.89,4.21
1062,Draymond Green,GSW,26,34.7,14.0,5.0,1.2,2.8,1.7,7.8,9.5,7.4,1.5,1.4,81,73,8,0.9012345679012346,2015,2.26,1.17,1.09,3.92,4.41,3.49
1063,Drew Gooden,WAS,34,10.2,2.7,1.1,0.2,0.3,0.9,1.9,2.8,0.4,0.3,0.4,30,18,12,0.6,2015,0.73,0.38,0.34,4.29,4.49,4.05
1064,Duje Dukan,SAC,24,24.2,6.0,2.0,2.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,1,0,1,0.0,2015,1.89,1.12,0.76,4.71,4.8,4.61
1065,Dwight Howard,HOU,30,32.1,13.7,5.2,0.0,3.3,3.4,8.4,11.8,1.4,1.0,1.6,71,34,37,0.4788732394366197,2015,2.07,1.06,1.0,3.87,4.13,3.63
1066,Dwight Powell,DAL,24,14.4,5.8,2.1,0.0,1.5,1.2,2.7,4.0,0.6,0.5,0.3,69,35,34,0.5072463768115942,2015,1.08,0.59,0.49,4.51,4.85,4.15
1067,Dwyane Wade,MIA,34,30.5,19.0,7.3,0.1,4.4,1.1,3.0,4.1,4.6,1.1,0.6,74,43,31,0.581081081081081,2015,2.06,1.14,0.92,4.06,4.34,3.75
1068,E'Twaun Moore,CHI,27,21.4,7.5,3.2,0.8,0.4,0.3,1.9,2.3,1.7,0.6,0.3,59,29,30,0.4915254237288136,2015,1.58,0.84,0.74,4.42,4.77,4.08
1069,Ed Davis,POR,27,20.8,6.5,2.5,0.0,1.4,2.8,4.6,7.4,1.1,0.7,0.9,81,43,38,0.5308641975308642,2015,1.45,0.78,0.66,4.2,4.44,3.95
1070,Edy Tavares,ATL,24,6.6,2.3,1.0,0.0,0.3,0.6,1.3,1.9,0.3,0.1,0.5,11,7,4,0.6363636363636364,2015,0.46,0.24,0.22,4.21,4.59,3.84
1071,Elfrid Payton,ORL,22,29.4,10.7,4.4,0.4,1.5,1.1,2.5,3.6,6.4,1.2,0.3,73,32,41,0.4383561643835616,2015,2.15,1.1,1.05,4.42,4.71,4.15
1072,Elfrid Payton,ORL,23,29.4,12.8,5.2,0.5,1.8,1.1,3.6,4.7,6.5,1.1,0.5,82,29,53,0.35365853658536583,2016,2.15,1.1,1.05,4.42,4.71,4.15
1073,Elijah Millsap,UTA,28,8.6,1.8,0.6,0.1,0.7,0.3,1.5,1.8,1.0,0.4,0.2,20,9,11,0.45,2015,0.63,0.33,0.3,4.35,4.58,4.19
1074,Elliot Williams,CHA,27,9.0,1.6,0.4,0.2,0.6,0.2,0.6,0.8,0.8,0.0,0.0,5,4,1,0.8,2015,0.67,0.34,0.33,4.52,4.6,4.19
1075,Elton Brand,PHI,37,13.2,4.1,1.8,0.0,0.5,0.5,3.2,3.7,1.1,0.5,0.5,17,2,15,0.1176470588235294,2015,0.89,0.48,0.41,4.04,4.31,3.76
1076,Emmanuel Mudiay,DEN,20,30.4,12.8,4.8,1.1,2.1,0.5,2.9,3.4,5.5,1.0,0.5,68,29,39,0.4264705882352941,2015,2.24,1.26,0.98,4.43,4.98,3.87
1077,Enes Kanter,OKC,24,21.0,12.7,5.0,0.1,2.4,3.0,5.1,8.1,0.4,0.3,0.4,82,55,27,0.6707317073170732,2015,1.51,0.83,0.67,4.32,4.75,3.89
1078,Eric Gordon,NOP,27,32.9,15.2,5.1,2.5,2.5,0.2,2.0,2.2,2.7,1.0,0.3,45,14,31,0.3111111111111111,2015,2.3,1.24,1.06,4.2,4.67,3.75
1079,Erick Green,DEN,25,4.7,1.4,0.6,0.1,0.2,0.3,0.3,0.7,0.3,0.1,0.0,9,6,3,0.6666666666666666,2015,0.34,0.2,0.15,4.42,4.67,4.12
1080,Ersan Ilyasova,ORL,29,25.4,10.4,3.8,1.3,1.5,1.9,3.5,5.4,0.9,0.7,0.4,74,35,39,0.472972972972973,2015,1.77,0.96,0.81,4.18,4.55,3.82
1081,Evan Fournier,ORL,23,32.5,15.4,5.4,2.0,2.5,0.4,2.4,2.8,2.7,1.2,0.0,79,33,46,0.4177215189873418,2015,2.42,1.32,1.1,4.49,4.97,4.02
1082,Festus Ezeli,GSW,26,16.7,7.0,2.7,0.0,1.5,2.0,3.6,5.6,0.7,0.4,1.1,46,42,4,0.9130434782608696,2015,1.22,0.63,0.59,4.37,4.83,3.97
1083,Frank Kaminsky,CHA,23,21.1,7.5,2.7,0.8,1.3,0.9,3.3,4.1,1.2,0.5,0.5,81,47,34,0.5802469135802469,2015,1.57,0.89,0.68,4.49,5.02,3.94
1084,Garrett Temple,WAS,30,24.4,7.3,2.5,1.1,1.1,0.5,2.2,2.7,1.8,0.9,0.2,80,40,40,0.5,2015,1.8,0.91,0.88,4.42,4.77,4.11
1085,Gary Harris,DEN,21,32.1,12.3,4.7,1.4,1.4,0.7,2.2,2.9,1.9,1.3,0.2,76,31,45,0.4078947368421053,2015,2.27,1.21,1.06,4.25,4.53,3.98
1086,Gary Neal,WAS,31,20.2,9.8,3.8,1.0,1.2,0.3,1.8,2.1,1.2,0.5,0.0,40,18,22,0.45,2015,1.42,0.74,0.68,4.23,4.6,3.89
1087,George Hill,IND,30,34.1,12.1,4.4,1.7,1.5,0.8,3.2,4.0,3.5,1.1,0.2,74,41,33,0.5540540540540541,2015,2.39,1.28,1.11,4.21,4.54,3.88
1088,Gerald Green,MIA,30,22.6,8.9,3.3,1.2,1.0,0.4,2.0,2.4,0.8,0.6,0.3,69,40,29,0.5797101449275363,2015,1.59,0.84,0.75,4.24,4.41,4.06
1089,Gerald Henderson,POR,28,19.9,8.7,3.2,0.7,1.6,0.4,2.5,2.9,1.0,0.5,0.3,72,39,33,0.5416666666666666,2015,1.43,0.79,0.65,4.35,4.66,4.03
1090,Giannis Antetokounmpo,MIL,21,35.3,16.9,6.4,0.4,3.7,1.4,6.2,7.7,4.3,1.2,1.4,80,32,48,0.4,2015,2.44,1.29,1.15,4.15,4.48,3.85
1091,Glenn Robinson III,IND,22,11.3,3.8,1.4,0.3,0.6,0.3,1.2,1.5,0.6,0.4,0.2,45,24,21,0.5333333333333333,2015,0.86,0.47,0.39,4.54,4.81,4.25
1092,Goran Dragic,MIA,30,32.8,14.1,5.8,0.9,1.7,0.8,3.1,3.8,5.8,1.0,0.2,72,44,28,0.6111111111111112,2015,2.42,1.37,1.05,4.44,4.88,3.98
1093,Gordon Hayward,UTA,26,36.2,19.7,6.5,1.8,4.9,0.8,4.2,5.0,3.7,1.2,0.3,80,38,42,0.475,2015,2.56,1.46,1.1,4.26,4.64,3.84
1094,Gorgui Dieng,MIN,26,27.1,10.1,3.8,0.1,2.5,1.9,5.2,7.1,1.7,1.1,1.2,82,29,53,0.35365853658536583,2015,1.81,0.95,0.86,4.02,4.19,3.84
1095,Greg Monroe,MIL,26,29.3,15.3,6.2,0.0,2.9,2.8,6.1,8.8,2.3,0.9,0.8,79,32,47,0.4050632911392405,2015,1.92,0.96,0.96,3.94,3.99,3.91
1096,Greg Smith,MIN,25,10.7,2.4,1.0,0.0,0.4,0.7,1.7,2.3,0.3,0.2,0.1,18,8,10,0.4444444444444444,2015,0.7,0.37,0.33,3.96,4.12,3.79
1097,Greivis Vasquez,MIL,29,20.0,5.7,2.0,0.8,1.0,0.2,1.8,2.0,4.0,0.4,0.0,23,9,14,0.39130434782608703,2015,1.45,0.78,0.67,4.38,4.77,3.99
1098,Harrison Barnes,GSW,24,30.9,11.7,4.5,1.2,1.5,1.2,3.8,4.9,1.8,0.6,0.2,66,59,7,0.8939393939393939,2015,2.28,1.2,1.09,4.44,4.91,4.02
1099,Hassan Whiteside,MIA,27,29.1,14.2,5.7,0.0,2.9,3.3,8.6,11.8,0.4,0.6,3.7,73,42,31,0.5753424657534246,2015,1.9,1.01,0.88,3.92,4.05,3.78
1100,Henry Sims,BKN,26,18.8,6.5,2.4,0.0,1.8,1.5,3.6,5.1,0.6,0.6,1.0,14,2,12,0.14285714285714285,2015,1.34,0.71,0.63,4.28,4.51,4.05
1101,Hollis Thompson,PHI,25,28.0,9.8,3.5,1.9,0.9,0.7,2.8,3.5,1.3,0.5,0.3,77,10,67,0.12987012987012986,2015,2.03,1.09,0.95,4.37,4.59,4.14
1102,Ian Clark,GSW,25,8.8,3.6,1.3,0.5,0.4,0.2,0.8,1.0,1.0,0.3,0.2,66,59,7,0.8939393939393939,2015,0.66,0.36,0.29,4.5,4.92,4.07
1103,Ian Mahinmi,IND,29,25.6,9.3,3.7,0.0,1.9,1.9,5.2,7.1,1.5,0.9,1.1,71,41,30,0.5774647887323944,2015,1.74,0.9,0.84,4.09,4.32,3.87
1104,Iman Shumpert,CLE,26,24.4,5.8,2.1,0.8,0.7,0.6,3.2,3.8,1.7,1.0,0.4,54,39,15,0.7222222222222222,2015,1.7,0.9,0.8,4.21,4.34,4.08
1105,Isaiah Canaan,PHI,25,25.5,11.0,3.4,2.3,1.9,0.3,2.0,2.3,1.8,0.7,0.2,77,10,67,0.12987012987012986,2015,1.77,0.96,0.81,4.17,4.37,3.96
1106,Isaiah Thomas,BOS,27,32.2,22.2,7.2,2.0,5.8,0.6,2.4,3.0,6.2,1.1,0.1,82,48,34,0.5853658536585366,2015,2.27,1.23,1.04,4.24,4.85,3.68
1107,Ish Smith,PHI,27,29.1,12.6,5.2,0.7,1.6,0.6,3.4,4.0,6.5,1.1,0.3,77,16,61,0.2077922077922078,2015,2.24,1.24,1.0,4.64,5.19,4.11
1108,J.J. Barea,DAL,32,22.5,10.9,4.3,1.4,1.0,0.4,1.7,2.1,4.1,0.4,0.0,74,38,36,0.5135135135135135,2015,1.61,0.9,0.72,4.32,4.73,3.9
1109,JJ Hickson,WAS,27,12.5,5.9,2.3,0.0,1.3,1.1,2.7,3.8,0.7,0.4,0.4,35,17,18,0.4857142857142857,2015,0.85,0.46,0.39,4.11,4.36,3.86
1110,JJ O'Brien,UTA,24,3.1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,2,2,0,1.0,2015,0.2,0.1,0.1,3.82,3.34,4.46
1111,JJ Redick,LAC,32,28.0,16.3,5.6,2.7,2.4,0.1,1.7,1.9,1.4,0.6,0.1,75,50,25,0.6666666666666666,2015,2.09,1.12,0.97,4.49,4.88,4.11
1112,JR Smith,CLE,30,30.7,12.4,4.6,2.6,0.6,0.6,2.3,2.8,1.7,1.1,0.3,77,53,24,0.6883116883116883,2015,2.08,1.1,0.97,4.07,4.22,3.92
1113,JaKarr Sampson,DEN,23,15.9,5.1,1.9,0.2,1.1,0.6,2.0,2.6,0.6,0.3,0.5,73,18,55,0.2465753424657534,2015,1.17,0.61,0.56,4.42,4.68,4.17
1114,JaMychal Green,MEM,26,18.5,7.4,2.9,0.2,1.3,1.8,3.0,4.8,0.9,0.6,0.4,78,39,39,0.5,2015,1.31,0.69,0.63,4.26,4.46,4.06
1115,JaVale McGee,DAL,28,10.9,5.1,2.3,0.0,0.5,1.6,2.4,3.9,0.1,0.1,0.8,34,15,19,0.4411764705882353,2015,0.75,0.39,0.35,4.14,4.32,3.95
1116,Jabari Parker,MIL,21,31.7,14.1,5.8,0.1,2.3,1.6,3.6,5.2,1.7,0.9,0.4,76,32,44,0.42105263157894735,2015,2.35,1.23,1.12,4.45,4.77,4.15
1117,Jae Crowder,BOS,25,31.6,14.2,4.9,1.7,2.7,1.0,4.2,5.1,1.8,1.7,0.5,73,43,30,0.589041095890411,2015,2.19,1.12,1.07,4.17,4.52,3.85
1118,Jahlil Okafor,PHI,20,30.0,17.5,7.5,0.0,2.5,2.3,4.7,7.0,1.2,0.4,1.2,53,6,47,0.11320754716981132,2015,2.05,1.11,0.94,4.11,4.21,4.0
1119,Jamal Crawford,LAC,36,26.9,14.2,4.8,1.5,3.1,0.3,1.6,1.8,2.3,0.7,0.2,79,51,28,0.6455696202531646,2015,1.77,0.95,0.82,3.97,4.21,3.72
1120,Jameer Nelson,DEN,34,26.6,7.7,2.9,1.1,0.8,0.5,2.5,2.9,4.9,0.6,0.1,39,12,27,0.3076923076923077,2015,1.77,0.99,0.78,4.02,4.45,3.58
1121,James Ennis III,NOP,25,14.9,7.2,2.5,1.2,1.1,1.0,1.0,1.9,1.0,0.7,0.2,22,11,11,0.5,2015,1.08,0.58,0.5,4.34,4.62,4.05
1122,James Harden,HOU,26,38.1,29.0,8.7,2.9,8.8,0.8,5.3,6.1,7.5,1.7,0.6,82,41,41,0.5,2015,2.44,1.27,1.17,3.85,4.14,3.58
1123,James Johnson,TOR,29,16.2,5.0,2.0,0.4,0.7,0.5,1.7,2.2,1.2,0.5,0.6,57,35,22,0.6140350877192983,2015,1.12,0.61,0.52,4.18,4.35,3.99
1124,James Jones,CLE,35,9.7,3.7,1.2,0.9,0.4,0.2,0.9,1.0,0.3,0.2,0.2,48,33,15,0.6875,2015,0.68,0.38,0.3,4.23,4.57,3.84
1125,James Michael McAdoo,GSW,23,6.4,2.9,1.1,0.0,0.6,0.7,0.7,1.4,0.4,0.2,0.2,41,37,4,0.902439024390244,2015,0.49,0.26,0.23,4.6,4.92,4.27
1126,Jared Cunningham,CLE,25,9.3,2.7,0.8,0.3,0.8,0.1,0.8,0.9,0.5,0.3,0.0,44,31,13,0.7045454545454546,2015,0.68,0.35,0.32,4.38,4.53,4.22
1127,Jared Dudley,WAS,30,25.9,7.9,2.9,1.2,0.9,0.7,2.9,3.5,2.1,0.9,0.2,81,40,41,0.4938271604938271,2015,1.87,1.0,0.87,4.35,4.89,3.86
1128,Jarell Eddie,WAS,24,5.6,2.4,0.8,0.6,0.3,0.1,0.8,0.9,0.2,0.2,0.0,26,13,13,0.5,2015,0.42,0.24,0.18,4.42,4.93,3.97
1129,Jarell Martin,MEM,22,14.1,5.7,2.0,0.0,1.7,1.4,1.7,3.2,0.6,0.3,0.3,27,10,17,0.3703703703703704,2015,1.02,0.55,0.47,4.38,4.63,4.11
1130,Jarrett Jack,BKN,32,32.1,12.8,4.4,1.0,3.1,0.3,4.0,4.3,7.4,1.1,0.2,32,10,22,0.3125,2015,2.24,1.22,1.02,4.19,4.52,3.86
1131,Jason Terry,HOU,38,17.5,5.9,2.1,1.3,0.4,0.2,0.9,1.1,1.4,0.7,0.1,72,37,35,0.5138888888888888,2015,1.26,0.65,0.61,4.33,4.68,4.0
1132,Jason Thompson,TOR,29,10.0,3.1,1.1,0.1,0.8,0.7,2.2,2.9,0.6,0.3,0.4,47,38,9,0.8085106382978723,2015,0.72,0.4,0.32,4.32,4.53,4.07
